input,target
0.17,52.480000000000004
-4.29,-125.71
12.08,250.15999999999997
11.16,415.09000000000003
8.41,237.39000000000001
-1.03,12.999999999999996
11.47,275.17
-0.5,17.130000000000003
4.67,6.400000000000006
10.34,380.59
8.09,394.66999999999996
17.9,648.4
4.51,366.67999999999995
-16.84,-452.74
-11.6,-277.46
13.5,476.49
-3.31,-167.26999999999998
3.87,351.42
-8.51,-136.44
10.01,296.02
-3.85,-185.78
14.58,515.55
-5.32,-53.85000000000002
11.18,369.19
6.74,240.81
-7.22,-215.41
10.99,349.43
-9.02,-117.08999999999997
-8.22,-86.54000000000002
7.22,86.57999999999998
-6.25,-153.61
-5.94,-278.61
-3.44,-216.76999999999998
-10.0,-221.4
10.45,249.34
6.09,-112.63999999999999
-0.69,63.81999999999999
-1.08,115.81
4.5,358.88
17.65,509.87
8.71,425.84000000000003
-5.08,-394.5
7.77,148.76
-1.19,36.2
-1.99,7.449999999999996
18.66,711.8399999999999
-4.19,-10.030000000000015
-4.79,-131.85999999999999
-19.52,-412.68000000000006
-14.02,-331.94999999999993
4.51,327.01
-6.95,-268.93
5.15,204.53
-11.15,-357.46
-7.67,-129.51
6.75,200.54
14.61,433.10999999999996
5.92,64.94999999999999
11.98,410.22
17.05,643.05
10.4,432.82
-9.18,-557.0
-1.05,-173.46
6.3,409.51
-4.15,-123.26000000000002
4.52,140.70999999999998
-15.79,-337.16999999999996
-8.29,-209.04
5.29,115.44
-22.37,-672.08
-11.08,-122.67999999999998
-0.18,-123.53999999999999
-17.19,-365.58000000000004
0.57,5.859999999999996
-8.0,-247.12
-2.92,118.69
-2.59,-121.99
1.89,160.20999999999998
-5.64,-185.51
0.9,-96.21000000000001
-6.01,-176.89999999999998
5.56,303.69
16.94,509.61000000000007
1.97,134.04
1.7,89.86
-11.64,-324.52000000000004
6.93,186.14999999999998
-7.58,-194.22
-8.09,-425.99
5.57,142.27000000000004
1.81,-106.08999999999997
11.07,379.07000000000005
14.43,488.37
-5.4,-221.61
1.28,138.53
17.6,587.58
9.67,339.46000000000004
7.13,197.76
13.06,459.08000000000004
-6.05,-56.08
6.37,145.06
14.09,361.02
16.21,625.2
-8.06,-453.64
-2.52,-317.33000000000004
3.83,-46.56999999999999
-2.89,-48.53
-3.92,-82.36
6.84,274.84999999999997
-3.53,-78.3
-17.88,-362.65999999999997
3.62,286.18000000000006
-4.24,8.700000000000003
-7.32,-315.18
-15.66,-413.44
10.14,237.58000000000004
-22.27,-698.1700000000001
-16.99,-592.04
-2.76,-61.73
12.29,443.11
13.1,420.87
-11.55,-445.84000000000003
-1.78,-186.0
-15.1,-509.21
10.11,245.53999999999996
-14.77,-344.66999999999996
-1.43,-54.83
10.33,311.03
-2.22,-62.290000000000006
14.7,570.6800000000001
-8.7,-77.38999999999999
3.69,173.41
8.53,251.07
-1.4,118.25
13.86,479.61999999999995
5.48,142.29000000000002
-16.37,-370.04
39.59,1228.42
6.49,71.30000000000001
1.07,114.78999999999999
-13.99,-369.71999999999997
0.82,-141.06
-4.6,-333.1
6.44,226.83
3.72,199.94000000000003
18.53,636.7600000000001
1.42,-73.5
5.14,139.5
3.72,198.26000000000002
-1.48,-177.98000000000002
-1.83,-26.370000000000005
11.01,371.63
7.8,346.38
-6.29,-414.09
-11.13,-299.40000000000003
-0.67,201.71
11.61,306.17999999999995
-0.28,-20.020000000000003
17.46,639.2
-7.75,-288.81
1.42,178.3
-25.16,-680.75
-5.96,-316.21000000000004
-3.09,-62.639999999999986
5.11,27.400000000000006
17.11,628.55
0.35,-137.57
14.54,275.02
6.62,104.86999999999999
9.86,235.48999999999995
-4.66,11.689999999999998
13.85,433.67
-10.73,-272.8
4.95,275.99
-9.52,-335.38
-5.18,-193.22999999999996
-14.61,-503.04999999999995
-5.16,-56.31000000000002
3.51,288.63
-0.69,25.17
-13.48,-446.73
14.71,409.26
3.37,9.870000000000005
10.08,395.51
7.85,149.20999999999998
-6.65,-204.96
-19.45,-680.4
-9.15,-444.45
12.25,133.5
-10.54,-385.2
8.16,286.61
-6.12,-195.38
3.93,115.54
-18.24,-634.3399999999999
11.67,276.93
-0.4,-98.77
8.86,306.91999999999996
1.9,281.77
7.98,245.76
-1.02,-147.53
7.43,370.15999999999997
-15.1,-532.86
-10.81,-248.55
7.25,193.23
-0.39,16.409999999999997
-2.29,294.57
-1.8,-108.75
5.02,111.92999999999999
-5.93,-120.37999999999997
5.1,170.81
-9.16,-295.41
-4.07,-170.94
9.85,374.55
10.71,449.04
-10.97,-404.31
8.39,158.06000000000006
-10.39,-108.71000000000004
7.33,97.38
-18.99,-478.16999999999996
-11.17,-271.19000000000005
-5.09,-243.0
-1.66,46.150000000000006
14.24,336.88
9.04,182.24
15.75,353.53999999999996
12.07,465.53000000000003
-2.83,-109.83000000000001
-2.66,48.72999999999999
10.69,259.69
0.4,93.47
-1.57,113.64000000000001
-13.35,-389.1
-1.06,-124.35
-27.91,-851.56
-4.56,8.870000000000019
-9.8,-200.09
6.93,189.29999999999998
-4.79,-298.14
-3.29,-7.150000000000006
13.47,587.19
-10.49,-129.83999999999997
3.17,158.38
-18.95,-567.6
0.9,-31.61
4.1,85.74000000000001
8.6,113.02000000000001
-8.99,-36.23999999999998
3.2,113.3
3.18,353.84000000000003
-0.19,6.8500000000000005
1.5,-96.83000000000001
4.64,345.36
3.98,53.42
-9.96,-322.59000000000003
-11.96,-173.94
25.06,917.68
19.2,393.38
-13.92,-397.49
4.5,46.05
6.27,262.01
7.51,426.52
1.4,10.25
-9.27,-108.77999999999997
-1.82,-127.46000000000001
-4.91,89.92999999999998
1.34,-22.36999999999999
-2.68,-106.73
-1.32,10.099999999999998
10.19,185.64
12.31,544.26
-11.81,-441.3
-4.6,-56.6
-7.91,-346.21000000000004
12.24,398.18
-0.59,1.2500000000000007
14.49,415.88
-4.78,-74.48
0.26,-83.88000000000001
-13.49,-232.51
13.03,431.14
-3.63,-368.03999999999996
-14.85,-224.94
-5.92,-112.32999999999998
-23.05,-516.14
-0.32,-7.290000000000001
1.12,-172.66
2.88,64.42999999999999
14.98,346.79
-3.01,-74.14999999999999
8.07,213.83
3.12,134.5
-1.93,-214.34
-20.77,-597.72
9.48,258.44000000000005
-5.04,-67.85
0.18,-143.82999999999998
-12.7,-403.51
2.83,270.74
1.08,-65.71
0.29,102.51
-1.35,112.55000000000001
10.49,333.69
9.66,408.65
7.26,341.94
33.21,1173.28
-6.0,-196.78
-3.8,-105.23
-10.15,-204.09
4.36,76.24000000000001
-6.87,-181.29
-26.98,-859.26
-12.13,-576.8000000000001
0.72,75.09
10.1,493.24
-15.57,-484.31
-6.12,-155.17
-1.39,-67.00999999999999
-7.29,-272.79999999999995
5.31,192.90999999999997
0.04,128.49
3.21,337.88
-7.25,-114.85
15.37,384.96
-0.0,-122.69999999999999
12.94,538.88
-4.39,-80.02999999999999
5.9,135.95
-6.79,-289.32
-9.51,-346.07
-7.04,-67.85999999999999
-0.46,3.959999999999999
-2.19,-185.75
15.39,568.96
-11.49,-293.69
-10.9,-336.11
17.0,590.77
6.09,119.92999999999999
-18.81,-447.90999999999997
4.97,26.609999999999985
2.37,0.7600000000000051
-21.44,-760.8900000000001
-3.7,-132.66
-0.17,-60.85
7.31,203.04
9.54,306.68
0.96,104.22999999999999
10.33,344.54999999999995
-1.46,1.3900000000000041
-8.57,-76.67000000000002
-9.34,-286.84999999999997
5.43,37.069999999999965
-19.58,-472.26
6.78,406.99
-11.07,-293.37
-3.59,-3.749999999999986
5.05,105.94
12.18,403.96999999999997
-19.41,-498.59999999999997
-8.06,-183.94
0.49,-19.269999999999996
-5.96,4.259999999999991
8.62,295.88
-20.86,-512.78
3.62,169.18
4.26,235.17000000000002
0.49,128.03
11.02,328.97999999999996
-12.3,-265.63
11.09,568.75
-7.03,9.0
7.26,314.2
-3.24,91.52999999999999
8.14,133.40000000000003
7.8,401.24
-14.64,-411.71000000000004
-1.54,-204.89
-0.92,8.919999999999998
-2.38,46.230000000000004
-7.56,-276.4
18.51,769.0100000000001
2.09,217.61999999999998
15.55,358.99
-5.69,-49.79000000000002
-10.62,-287.4
1.32,4.43
-5.63,-180.56
23.9,692.5
2.45,-28.129999999999995
11.53,321.07
-2.24,22.069999999999993
-3.26,64.79
-0.31,156.53
3.56,69.46
8.5,263.28
-1.22,-102.53999999999999
-6.81,-81.29999999999998
-10.68,-465.21999999999997
-0.77,-139.43
5.73,128.32
4.58,182.55
-0.18,-17.509999999999998
-6.0,-156.69
1.47,68.85
5.72,214.93
-0.37,-94.55
1.12,19.660000000000004
-1.51,32.46
9.15,322.52
-4.38,-2.0700000000000074
1.86,1.1800000000000068
3.94,228.82999999999998
7.26,384.46
14.96,454.54
6.75,249.09
5.99,222.22000000000003
-14.7,-367.43
6.06,240.58999999999997
22.94,855.1500000000001
-8.3,-177.66000000000003
-10.2,-199.55
-2.15,-11.350000000000001
10.21,222.12
5.25,220.84
-4.77,-146.1
-0.36,-54.309999999999995
10.37,241.65999999999997
6.73,214.86
24.29,687.9499999999999
10.06,525.77
3.54,285.88
6.15,177.81
-3.49,-13.780000000000001
-9.78,-157.7
1.72,54.31999999999999
4.91,352.12
-13.95,-306.29
-5.22,-146.76999999999998
-3.69,-270.63
2.66,3.200000000000017
-2.6,-26.13
4.45,109.67
0.98,47.32
10.6,259.27
-17.11,-468.60999999999996
16.57,471.27000000000004
14.18,290.13
0.5,0.8400000000000034
6.5,157.8
6.07,46.930000000000035
-7.37,-58.78
1.65,61.89
7.78,220.71
3.1,188.04000000000002
10.51,327.04
0.95,125.23
0.81,-103.77
-7.68,-314.07
-3.65,-34.98
-4.6,31.189999999999998
17.05,534.5
2.41,113.94000000000001
-9.99,-362.03999999999996
3.99,136.70999999999998
-1.92,-108.49
-30.54,-912.2199999999999
4.8,236.23000000000002
-15.53,-645.78
5.78,214.70000000000002
-9.61,-348.74999999999994
-14.58,-482.05999999999995
4.94,282.02
-14.94,-398.65999999999997
-4.47,-20.739999999999995
2.04,-95.17999999999999
6.12,162.57999999999998
7.45,198.13
-0.36,-49.739999999999995
-8.32,-185.58
19.24,686.79
-6.06,-272.48
18.04,464.92999999999995
-4.53,-241.10000000000002
11.61,483.05999999999995
10.7,289.53
-10.46,-303.94
3.55,93.28
7.55,150.13
7.01,267.63
-1.99,-1.4000000000000057
3.02,204.73
-3.95,-121.03999999999999
-11.72,-361.31
9.84,256.65
-5.6,0.8100000000000023
13.8,534.76
6.02,196.56
-8.93,-182.99999999999997
-1.61,-86.88
-2.86,139.64999999999998
-8.71,-300.46000000000004
5.01,132.32999999999998
-4.79,-160.79999999999998
16.32,679.72
8.61,293.05999999999995
-8.8,-135.56
-0.19,3.290000000000001
-2.27,-169.39999999999998
-15.65,-371.95
9.31,236.65
9.5,173.15
9.26,256.19
-4.57,-53.93000000000002
10.69,517.13
-2.1,-181.75
9.35,80.59
18.13,656.92
1.4,92.01
-14.19,-462.05
-3.17,-33.25999999999999
6.41,285.24
12.2,577.21
-11.34,-333.22999999999996
-1.91,90.68
2.33,44.720000000000006
4.35,99.53
9.1,335.38
-9.48,-375.90000000000003
-4.23,-237.1
10.08,418.71999999999997
3.92,-58.71000000000001
4.48,165.73000000000002
11.25,325.03
1.04,13.900000000000006
5.28,45.170000000000016
-3.15,-278.09000000000003
-13.45,-449.59000000000003
-12.95,-485.02
0.74,-0.3399999999999963
-2.0,-31.2
-6.55,-250.68
3.18,8.150000000000006
-8.9,-218.0
1.11,-22.880000000000003
-0.2,-81.95
-8.4,-261.92
-22.98,-640.85
14.57,667.97
3.17,276.46000000000004
-26.64,-905.5400000000001
-4.26,-240.21999999999997
3.94,144.67
-2.28,7.300000000000011
5.8,180.83
-9.73,-54.670000000000044
1.75,190.20999999999998
-0.53,168.10999999999999
-1.83,-76.69
-2.21,-135.99
2.0,-27.03
9.33,288.52
-5.3,-264.83
-4.07,-165.48000000000002
1.61,25.220000000000013
-1.2,78.43
3.86,88.51000000000002
7.18,94.68999999999997
12.91,362.55
-1.16,4.060000000000002
-22.77,-607.01
-0.7,-93.17
3.54,190.94
-1.87,102.58000000000001
