Age,Income,Subscription,Country,Device,Churn
44.870538945238266,74489.78746545696,Standard,Canada,Desktop,0
20.349876200347733,46086.31600824305,Standard,Germany,Mobile,1
37.50636314005706,64167.36458586795,Basic,UK,Tablet,0
11.483958513442694,39661.56394674715,Standard,Germany,Mobile,0
19.061767413218835,45462.997426889735,Standard,USA,Mobile,0
37.36233483042948,37775.54023151836,Basic,USA,Desktop,0
,18003.004473942343,Standard,Germany,Desktop,0
37.05641937427965,49451.99975122084,Premium,USA,Tablet,0
33.612220611341115,51926.77606396629,Premium,USA,Desktop,0
31.386755652928535,65987.91498142456,Standard,UK,Tablet,0
17.257736115590873,61931.573790039314,Standard,Germany,Tablet,0
26.3618694992635,62134.29348558493,Basic,Germany,Desktop,0
29.47233474848255,35389.45665323184,Basic,USA,Desktop,0
47.68546671462699,56892.45959106038,Basic,Germany,Desktop,0
39.12341947482154,73738.90948222388,,USA,,1
13.843518135647194,55698.01776063622,Basic,USA,Desktop,1
38.88900763273754,77428.90419597496,Basic,UK,Mobile,1
30.3790126350042,80284.49166679796,Premium,USA,Desktop,0
26.876935996328495,45972.975945625316,,USA,Mobile,1
42.34011546609042,39545.90382379142,Premium,UK,Mobile,0
47.371994269951415,38578.06751871575,Basic,USA,Mobile,1
46.175361429394385,27257.962698451698,Basic,USA,Desktop,0
24.929389721328338,42223.95650876717,Basic,USA,Tablet,1
31.289451489785424,68114.98174634369,Basic,Canada,Mobile,1
38.97516117684277,16939.4363712314,Basic,Canada,Mobile,1
46.70654152546831,34438.19898929381,Standard,UK,Mobile,0
29.24990914585652,48093.028375220034,,UK,Desktop,0
32.772092280034194,36842.221990674494,Basic,Canada,Mobile,0
21.72398031192766,42090.7108363967,Standard,Germany,Mobile,0
20.64552051103195,42315.05488366545,Standard,USA,Mobile,0
44.750309868730376,46136.89669907377,Basic,USA,Mobile,0
51.274880342849876,39058.17955835392,Standard,Germany,Mobile,0
34.13587854103599,37831.80179216678,Basic,USA,Desktop,0
47.04239477470429,64014.64618881847,Basic,,Mobile,0
39.33963230057161,65744.81266790518,Premium,Canada,Desktop,0
27.258562944738507,29291.84982128886,Basic,UK,Mobile,1
39.336747266100964,8606.039010906738,,Canada,Mobile,0
53.45643879759163,65950.62274356396,Basic,Canada,Mobile,1
34.57008753068058,31567.993721717936,Standard,USA,Desktop,0
53.77572386976807,53191.1725768961,Standard,UK,Tablet,0
3.5630587509230693,26514.92190457674,Basic,Canada,Tablet,0
44.86283005250269,69466.32477889508,Basic,France,Desktop,0
36.044564818858056,88155.01842952293,Standard,USA,Mobile,1
31.41191179440959,52742.10363808005,Premium,USA,Tablet,0
36.101129318426025,48588.46027310725,Premium,USA,Desktop,0
11.149173024789285,45167.90637214904,Standard,UK,Mobile,1
,61726.98966969368,Premium,Germany,Tablet,0
39.28535085814096,58515.30126401878,Standard,USA,Mobile,1
52.73472853689819,65052.47680329297,Premium,UK,Mobile,1
28.78075738071623,40581.25216102876,Standard,USA,Mobile,0
25.29807676528175,55101.76559606967,Standard,UK,Mobile,0
28.978915476985563,41862.97899940706,Premium,Germany,Desktop,0
45.98482541242489,34134.265278949184,Basic,USA,Mobile,1
38.94501331591621,49384.768684948045,Premium,Canada,Mobile,0
28.642877554795533,36162.30904434377,Standard,,Mobile,1
41.15920919736027,67605.90496613883,Basic,Germany,Desktop,1
,37071.19432976266,Basic,Canada,Desktop,0
46.623739886394674,55453.1891103104,Basic,Canada,Mobile,0
26.57536287347177,40948.66551860416,Standard,USA,Mobile,0
31.068054240826783,54155.941256562684,Premium,Canada,Mobile,0
30.294702162414108,126420.15419450897,Basic,Germany,Tablet,0
17.437820622414577,31141.830877136937,Premium,UK,Mobile,0
38.55344332477491,57256.591114277675,Premium,USA,Mobile,0
38.13266326615867,46468.76567130167,Basic,USA,Mobile,0
35.06136147970953,54289.774110836894,Premium,USA,Desktop,0
32.18495439949824,43567.35596554344,,USA,Desktop,0
18.01555109539503,30080.95229347322,Premium,USA,Mobile,1
29.95225612681569,66247.67895584385,Premium,Canada,Mobile,0
30.887425801678766,61051.36633161632,,USA,Mobile,1
25.372672769340575,41495.58536670134,Standard,USA,Tablet,0
33.06457146000789,51046.688202481964,Basic,Canada,Tablet,0
39.84861028177446,65630.29224744406,Premium,USA,Desktop,1
57.63423081452636,43144.42496206405,Standard,USA,Desktop,0
37.09493375398207,45471.73242214172,Standard,USA,Mobile,0
38.090604688673174,53654.487500110605,Basic,USA,Desktop,0
34.106649010805995,43113.63404668121,Premium,Canada,Desktop,1
11.974745416411501,62856.379954805336,Basic,USA,Mobile,1
34.6818334946094,47466.48829538843,,UK,Tablet,0
35.72276251929232,38239.46187509039,Basic,France,Mobile,0
64.55890534982343,59129.58244810992,Basic,UK,Mobile,1
32.69166842262653,32868.0402585298,Standard,Canada,Desktop,0
38.61856810800335,80223.1784168632,Basic,Germany,Desktop,0
34.58345876353708,73737.44545370304,Standard,UK,Desktop,0
20.975863548565616,57702.43215381523,,USA,Mobile,1
48.71387377418024,56439.96532729853,Premium,USA,Tablet,0
44.02319639224129,55736.621267289476,Basic,Germany,Desktop,1
44.49238336451656,42663.578211216394,Basic,USA,Mobile,1
24.087350542463135,54459.64468521263,Premium,USA,,0
51.833531731233194,36153.01084313227,,UK,Desktop,0
18.177787246492628,57557.276276602715,Standard,Germany,Mobile,0
42.04228512560324,63017.70414546943,Standard,USA,Desktop,0
61.285467509719744,44328.70848524998,Basic,Canada,Mobile,1
23.113564098431738,41073.47308767921,Premium,USA,Mobile,1
28.204427244766737,31812.844630281354,Standard,UK,Mobile,0
36.19581638105169,71869.32850348536,Basic,USA,,1
28.958292150605608,42265.03949236683,Basic,USA,Mobile,0
16.392038827206406,47018.91445975065,Premium,Germany,Desktop,0
35.82275569767233,54502.33377493588,Basic,Canada,Mobile,0
22.25235543528674,54233.11464334902,Basic,UK,Desktop,0
40.68310916762218,61198.401435216045,Standard,Canada,Desktop,1
23.96690918919436,44310.05120242507,Basic,USA,Desktop,1
53.59921286021047,32919.9809229363,Basic,UK,Mobile,0
25.600960491965154,30295.02036541526,Premium,USA,Desktop,0
31.135261805531893,41311.1715073573,Premium,USA,,0
44.76220660843604,35722.242879880636,Premium,USA,Desktop,0
20.229628202792536,45445.749420383625,Premium,UK,Mobile,1
37.72951921524955,69613.68216139975,Standard,France,Tablet,0
50.685713051389136,44340.82691174467,Premium,,Mobile,1
15.71020118526527,44335.23707998165,Basic,Canada,Desktop,0
37.21560630238765,49754.01835616317,Standard,USA,Tablet,0
38.11859353098108,43915.625131819004,,Canada,Mobile,0
44.381874461327726,48989.13146422709,Basic,Germany,Mobile,1
20.156591469463017,58113.0383372202,Basic,USA,Mobile,0
19.154520642988686,63271.265821449706,Standard,,Desktop,1
41.263298787402775,65048.19799608536,Basic,USA,Desktop,0
38.56381607879823,80852.7833109653,Basic,,Mobile,0
38.00591420415052,58540.39169258657,Premium,Germany,Mobile,1
39.15737851396371,83517.18352023963,,Germany,Mobile,0
26.83970334105811,38352.77287910535,Standard,USA,Mobile,1
37.78704436593204,81369.27353636878,Basic,USA,Mobile,1
38.516869679584175,44294.35918670615,Basic,USA,Tablet,0
26.427782983683585,45769.71603855447,Premium,USA,Mobile,1
57.38929413373708,48201.9117886569,Standard,USA,Tablet,0
40.68599505094145,46720.68933261903,Basic,Canada,Desktop,0
20.704358033568216,51287.605950897545,Standard,Canada,Mobile,0
42.878643303605955,41299.57996267341,Basic,UK,Desktop,0
23.303819957272143,62449.432596070576,Standard,UK,Desktop,1
,41707.47448068231,Premium,USA,Mobile,0
48.903146948088846,59834.15597379337,Standard,,Mobile,0
25.151812179779476,72915.85429285647,Standard,USA,Mobile,0
46.56051355093186,44643.464452883905,Basic,Canada,Mobile,0
39.95337112323798,61915.751269687666,Premium,Canada,Mobile,0
44.86472191993388,58387.38933354777,Standard,Germany,Mobile,0
57.76151579184737,83793.30323329625,Basic,USA,Mobile,1
32.05534260796556,42427.54152732575,Standard,Canada,Mobile,0
,61926.07425208676,Basic,UK,Mobile,1
24.32582684449372,25609.833623351704,Premium,USA,Mobile,0
25.210276580414742,42562.12383894781,Standard,UK,Mobile,1
34.07477948703075,55300.89256395362,,France,,1
39.09382369779973,70897.39953634673,Basic,,Mobile,0
38.320289591960226,31610.99952523696,Premium,USA,Desktop,1
,61791.359611116655,Standard,USA,Mobile,0
35.156022702534884,49051.64815275562,Premium,USA,Tablet,0
52.442408925887804,27177.08519911531,Basic,USA,Mobile,0
31.824118001144527,52723.80268923185,Standard,USA,,0
67.64202999907542,75637.41849467318,Premium,USA,Desktop,1
42.50800817318007,33193.660101325746,Basic,,Mobile,1
,48350.93426944725,Basic,France,Tablet,1
22.14929002326665,35200.41523040651,Standard,USA,Desktop,0
40.78966898291822,42971.25602134976,Standard,USA,Mobile,1
32.31844657608979,71482.5521528695,Basic,Canada,Desktop,1
43.568005929105105,45927.13286762926,Basic,USA,Tablet,0
,71023.4860627299,Basic,UK,Mobile,0
34.12605304811753,66635.8107189738,Premium,UK,Mobile,1
24.83847538317914,44558.93129773328,Standard,Germany,Desktop,0
16.821833303769623,42461.008090906515,Premium,UK,Desktop,1
29.641820575195748,36560.01789778247,,Canada,Tablet,1
45.27678553188167,36036.78208709894,Standard,UK,Desktop,1
37.56912492956245,55298.11091761765,Basic,USA,Mobile,0
,49703.22027177551,Basic,Canada,Tablet,1
37.078171110214186,40645.9184760619,Basic,Canada,Mobile,1
39.62380855674604,26768.55616815082,,USA,Mobile,0
24.393710765586405,51592.68151733318,Standard,USA,Desktop,0
36.84470127134634,42956.71731408,Basic,USA,Desktop,0
,47070.53456626859,Basic,France,Mobile,0
21.284356426032524,54569.92743047122,Standard,USA,Desktop,0
39.2934483241794,12472.957079182052,Standard,USA,Mobile,1
41.72941431641881,27000.88094436313,Basic,USA,Mobile,0
47.996614918103326,84446.64615207782,,UK,Tablet,0
47.645624624418836,42400.84239950574,Standard,USA,Mobile,1
18.46796758451491,12238.503464037065,Basic,,Mobile,0
23.74609952101853,28250.89730725621,Premium,Germany,Mobile,1
41.18042320650392,87267.0105296215,Basic,Canada,,1
41.1654314109465,39455.0380959524,,UK,Mobile,0
41.18057223567257,67385.22867345734,,USA,Mobile,0
81.23277788785666,51816.76997505808,Premium,USA,Desktop,0
41.850686128318,42725.49443751543,Premium,UK,Mobile,0
48.62678768216719,61631.682061446394,Basic,USA,Mobile,1
46.448021161918426,14234.649869655681,,USA,Desktop,0
42.81669501566957,28383.010702150958,Standard,Canada,Mobile,1
31.21676906431585,42614.73481790659,Premium,USA,,0
44.10763064591921,29856.434025955878,,France,Mobile,0
25.72609742554914,41288.33317244043,,USA,Mobile,0
32.15817671911989,62805.69568524242,Premium,UK,Mobile,0
29.17563742605076,155946.15246011916,Basic,Canada,Mobile,0
35.98248967263587,69959.25553264385,,UK,Desktop,1
62.77590280008211,52930.62926527616,Standard,USA,Mobile,1
,64886.9124724179,,Canada,Mobile,0
43.23512228449416,49038.945498072535,Standard,Germany,Desktop,0
15.64740954572418,41145.86774960326,Basic,Canada,Desktop,1
,72208.52083312832,Basic,USA,Mobile,1
48.067407163608394,39359.745680959,Standard,Canada,Mobile,0
35.77136022914555,55157.67234686449,Premium,UK,Mobile,0
22.067062664848326,61533.4604483671,Basic,Canada,Mobile,1
26.41635548888038,62622.39056706285,Standard,France,Mobile,0
43.15517298721611,32518.359946699708,Basic,USA,Desktop,0
26.23560041939436,65779.25608742399,Premium,Canada,Tablet,0
37.5975030749837,35315.67130839095,Standard,UK,Mobile,1
35.54686207884576,62160.55483024991,Basic,UK,Mobile,1
27.180795828730197,58027.602065736486,Basic,Germany,Mobile,1
60.72732907190391,62279.45992669847,Basic,,Mobile,0
42.60702826781613,31924.94718351459,Standard,Canada,Mobile,0
10.698288960108712,58818.94614101587,Basic,USA,Tablet,1
37.23745177723313,66283.90514612258,Basic,USA,Desktop,1
27.058562422779346,52900.93674742611,,UK,,1
45.22920001755469,37720.74980593135,Premium,Germany,Tablet,1
25.48975113880759,63796.214214919855,Standard,USA,Mobile,0
33.62316270239721,51708.79442151155,,USA,Desktop,1
41.05984734776548,24883.33604258456,Basic,USA,Mobile,0
45.389062330041455,36557.1580652501,Standard,Germany,Mobile,0
,42105.58203159539,Standard,USA,Tablet,1
30.98598516990862,72587.27431459485,Standard,Canada,Mobile,0
29.300656266068525,69952.7462945932,Basic,Canada,Tablet,0
27.160049209115456,69904.52796585014,Standard,Germany,Mobile,0
56.185450883373164,53485.404165258,Standard,UK,Tablet,0
39.85978053153147,63703.921876687986,Premium,UK,Tablet,1
19.86939254797946,32888.30886971164,Basic,USA,Desktop,0
46.014343364657314,50102.04647589157,Basic,Canada,Desktop,0
60.4658743641516,56774.490524743946,Basic,UK,Mobile,0
47.38958312661376,33876.5141403632,Basic,,Tablet,0
16.767560408551837,53148.68134462805,Standard,USA,,0
29.189191125604985,75299.58778706516,Basic,USA,Desktop,0
50.20293379023947,58381.546768409404,Premium,USA,Desktop,0
26.507966412574632,63763.178099961806,Basic,USA,Desktop,1
40.32583313775474,13213.896148516062,Basic,Germany,Tablet,1
44.29560864115204,73369.53273729386,Standard,USA,Desktop,1
23.876834341063002,47208.16478371745,Basic,Canada,Tablet,0
34.2856957272584,38469.705288949364,Standard,USA,Desktop,0
-3.8952080808288727,47380.43222285105,Standard,USA,Mobile,1
22.70734830398852,27724.667625786533,Basic,Canada,Mobile,1
31.969182183282076,65719.13092628213,Basic,USA,Mobile,1
20.026601816421806,44969.06415839311,Basic,USA,Mobile,1
54.588935647179625,38920.53781960896,Basic,UK,Mobile,1
17.838303464472407,47479.17401467452,Basic,Canada,Desktop,1
29.719466159636195,66770.23481864211,Basic,USA,Mobile,1
36.5688869274331,51971.87601171831,Basic,,Mobile,0
52.29527946879338,28854.593456997995,Standard,UK,Desktop,1
17.769654185846726,56974.71244611623,Standard,UK,,0
48.957965025859515,36065.300685160626,Standard,USA,Desktop,0
35.122796732235045,17658.48452937775,Basic,USA,,1
23.22189618742459,72440.10819075767,Basic,USA,Desktop,0
40.54524169115925,56858.448122415335,Premium,USA,Mobile,1
37.38871634688164,48825.94004294878,Standard,Canada,Desktop,0
27.797397474094463,44815.85727954952,Premium,France,Desktop,0
35.83762501988023,70956.19251099974,Basic,Canada,Mobile,0
30.37623683765888,96307.32725297607,Standard,USA,Mobile,1
36.362208143014975,56731.707778497745,Standard,Canada,Desktop,0
42.94556809425256,34555.47976508186,Basic,USA,Mobile,0
54.03220179374422,47683.017216980355,Standard,UK,Desktop,0
20.146214014077813,56458.59008141074,Standard,Canada,Mobile,0
60.5964004958752,14757.075395122018,Basic,UK,Desktop,0
11.574946405729978,55017.48802667177,Basic,,Desktop,0
33.178578859573,56546.37694239618,Premium,USA,Mobile,0
42.05980647781492,69895.1329698083,,Canada,Mobile,0
38.37190241282039,68331.8495355958,Basic,France,Desktop,0
27.527605762152874,51667.58240434304,Basic,UK,Tablet,0
32.5025329957127,72719.55359870537,Basic,Canada,Tablet,1
29.083988784094007,80535.17478558134,Standard,France,Mobile,1
27.927622916669463,50419.2718286669,Basic,USA,Desktop,0
45.19522516425229,56272.80617701623,,France,Mobile,0
39.284185831580565,23490.539703341357,Basic,USA,Mobile,1
26.68508485687215,28235.40106338368,Basic,Canada,Mobile,1
45.79519850519901,37427.05528985722,Standard,Germany,Desktop,0
38.68759425051931,130037.1762967326,Premium,USA,Mobile,0
44.75434542606752,33558.15462892897,Standard,Canada,Mobile,0
42.555546103083344,49460.068820341374,Standard,USA,Desktop,1
25.05205986893513,131383.08745464217,,,Desktop,0
28.277827517636364,66063.42847009424,Basic,Germany,Mobile,1
43.967523261479144,42878.39531774438,Premium,UK,Mobile,0
42.32444318520158,15699.230776767581,Basic,Canada,Mobile,0
34.74918087243022,51886.2675880313,Premium,Germany,Mobile,1
36.407928599705386,49787.029633829916,Standard,USA,Desktop,1
50.3319787494611,37069.251778932594,Basic,Canada,Mobile,1
27.90114333397004,51424.99825245555,Premium,UK,Desktop,0
41.565168574040456,33871.03117660498,Basic,USA,Tablet,0
32.57368817079327,54947.59930435014,Basic,USA,Mobile,1
32.38782556127336,89493.86655394777,Standard,USA,,0
48.185322223846285,22915.917906398507,Basic,USA,Mobile,0
44.904996187856355,42256.3686948626,Standard,Germany,Mobile,0
44.762115632007664,39852.423178262965,Basic,Canada,Mobile,0
50.665745685851945,43501.101747686844,Basic,UK,Mobile,1
35.25204609959311,65298.86869395462,Basic,USA,Mobile,1
43.18343565553957,58142.39838978537,Basic,USA,Mobile,1
31.276798920878527,62731.49753909635,Standard,USA,Desktop,0
38.8899962298613,50457.43257130397,Premium,UK,Tablet,1
33.438283347587785,30168.510200827135,,UK,Desktop,0
36.16395157991262,33279.719581100304,Premium,France,Mobile,0
42.14188430524296,61193.89561199889,Basic,UK,Desktop,1
25.181351801198332,52562.47847619946,Standard,Canada,Desktop,0
60.10864730822552,68903.11109118257,Basic,UK,Tablet,0
22.927791422003576,54398.931548701956,Basic,France,Tablet,0
20.429736646547212,32254.775100018123,Standard,UK,Tablet,0
,42171.47278725268,Basic,USA,Mobile,0
44.499952327555235,58472.21224524395,Basic,Canada,Desktop,1
42.489437804625865,60654.98744357939,,UK,Mobile,1
42.54014611117136,62826.62948232032,Standard,UK,,0
34.853038725837024,34272.1383019221,Standard,USA,Mobile,0
24.232947542170024,31984.547508846124,Basic,Germany,Mobile,0
,47152.96220378869,Basic,,Mobile,0
26.87405946185466,71601.10274800182,Premium,USA,Desktop,1
46.70143680101302,39591.975187879725,Basic,Germany,Mobile,0
33.23531142197434,56824.578359014595,Standard,USA,Mobile,0
,56825.917084084474,Basic,USA,,0
31.14336990016408,61411.5912450592,Standard,USA,Tablet,0
39.95517745130749,74966.60380922316,Basic,USA,Mobile,0
28.235305366352303,73428.59637149159,Premium,Germany,Mobile,0
25.133355253202822,41080.91249240742,Premium,USA,Tablet,0
37.924246537902945,18531.568380369892,Premium,USA,Tablet,0
37.93959885330467,39822.05996952886,Basic,USA,Desktop,0
28.916681895546443,51135.08441070853,Premium,USA,Desktop,0
29.347540332580127,44575.320834715145,Standard,USA,Mobile,1
37.784599248291634,79518.48414392202,Basic,UK,Tablet,1
17.62298790203211,50281.70456474674,Standard,USA,Desktop,1
18.11043470748134,59805.67820384291,Basic,Germany,Desktop,0
26.378669344970767,53258.214644710155,Basic,Germany,Mobile,0
32.438634179457836,44800.50224763767,Premium,USA,Tablet,0
38.73089078717606,21127.824830560003,Basic,Germany,Desktop,0
52.70427460339462,48820.73542187772,Standard,USA,Mobile,0
45.29191547842423,98819.7093973119,Basic,USA,Desktop,1
33.080737640438876,31333.124002432494,Premium,USA,Desktop,0
34.771805505167734,22776.904334386632,,USA,Desktop,0
22.969647624346294,79045.83953853365,Premium,Canada,Desktop,0
34.77784236809132,183393.73364412005,Basic,UK,Desktop,1
31.53609633295834,52811.29820785155,Basic,USA,Tablet,0
38.872622724057074,70440.10793550586,Standard,UK,Mobile,1
,37527.470855658554,Basic,USA,Mobile,0
41.23215817089407,48401.07858628022,Basic,UK,Mobile,0
53.39286695603093,64327.311753512346,Standard,USA,Desktop,1
33.69487821851771,81655.31551730593,Standard,USA,Desktop,1
39.820540665187295,32471.835280150874,,USA,Tablet,0
43.281727900533355,69211.01687840592,Basic,USA,Desktop,1
30.185354337369965,55727.58591261476,Basic,Canada,Desktop,0
37.689109781725,52445.916011441244,Basic,Germany,,1
,49884.061666178924,,USA,Mobile,0
36.17211318258598,29230.30068958095,Premium,UK,Tablet,0
25.723882593734402,64446.33497319548,Premium,UK,Mobile,0
35.29412209110731,38265.96469510508,,Germany,Desktop,0
40.9759794949454,33804.639462464795,Standard,USA,Desktop,0
52.4137232935405,63281.88438350507,Standard,Canada,Desktop,0
46.51124991302248,61837.010377200175,Basic,France,Mobile,1
60.838189490138674,51185.00125416594,Standard,UK,Mobile,0
25.791829245343408,66193.15431217462,Standard,USA,Desktop,1
45.46784764064814,71389.04872218672,Standard,USA,Tablet,0
37.20010406886022,69623.3611673831,,USA,Mobile,0
61.27763519861207,126227.4461969109,,Canada,Tablet,1
25.300420575738183,65211.573969195684,Premium,UK,Mobile,0
24.923337893830688,53174.614662629734,Premium,USA,Desktop,0
27.807288254671732,75888.61655528561,Standard,Canada,Desktop,0
9.513251308282317,48144.0749559924,Basic,Canada,Desktop,0
28.690939739830867,44652.92543947504,Basic,Canada,,0
25.890408061355625,40793.04684735685,Standard,UK,Desktop,0
36.804725437714495,52839.31841353333,Premium,Germany,Desktop,0
39.101071709325915,57000.88201388156,Basic,USA,Mobile,0
57.514050070590635,57289.43424390907,,Germany,Mobile,0
46.405086058232605,55237.58810467785,Basic,USA,Mobile,0
28.077156132051165,60065.55519019709,Basic,USA,Desktop,0
24.219023943819707,46661.87246128403,Standard,USA,Mobile,0
40.903030058078066,36912.27026612193,Basic,USA,Mobile,0
19.157201515752295,35602.58004629528,Basic,USA,Mobile,0
56.977505190252245,64625.76642955202,Basic,USA,Mobile,0
49.15328144865545,57054.83465792435,Premium,Germany,Mobile,0
29.36989217474354,22162.43343574514,Standard,USA,Tablet,1
14.442385650909472,66451.30140199911,Standard,UK,Desktop,0
51.246468489984956,78206.52719603982,Standard,USA,Desktop,0
33.62552185696858,39261.24723862201,Basic,France,Desktop,0
49.853795743681545,55042.40069414062,,UK,Mobile,0
15.866868094467595,42898.12859551461,Basic,USA,Tablet,0
27.807499724554724,59424.6038820675,,UK,Mobile,0
35.0629243966182,32509.866663871624,Standard,Canada,Mobile,0
35.5637671251769,48928.31514351829,,UK,Desktop,0
29.599214342249077,64719.71191998172,Basic,Canada,Mobile,1
42.47419918816998,68535.6760894826,Standard,UK,Desktop,0
22.188554847408867,56397.43728379533,Basic,UK,Mobile,1
33.291446179744476,44914.32045185391,Basic,Canada,Desktop,0
36.443547580542784,26110.98373484587,Standard,USA,Mobile,1
41.173266008704985,38636.754331410775,Basic,Germany,Mobile,1
43.53937853706668,42960.898928678296,Standard,USA,Desktop,0
21.50429489794557,39533.99325047579,Basic,Canada,Mobile,0
16.59062995117253,50893.29452470423,Basic,USA,Mobile,0
50.33212186278211,44871.68395743072,Premium,Canada,Mobile,1
38.9877681437551,52581.820585031644,Standard,,Desktop,1
26.018161561321357,68039.40951571496,Standard,USA,Desktop,0
53.613823706270274,43903.066681559576,Standard,USA,Mobile,1
36.3880956115143,29256.995341186626,Premium,UK,,0
49.151566208765914,39474.38602812687,Basic,Germany,Tablet,0
35.81022177692131,58753.82704959908,Standard,Canada,Desktop,1
59.728975098583845,60169.156774290095,,USA,Desktop,1
56.06409010931846,56091.27795524351,Premium,France,Mobile,0
32.01243021825112,69511.05958832023,Standard,UK,Desktop,1
46.65885141145226,47204.55395184522,Standard,USA,Mobile,1
42.744511395021775,80782.49222013986,Premium,USA,Mobile,1
51.42357869038818,62272.8070415886,Standard,Canada,,1
23.420918473038746,12147.687946881837,Basic,USA,Desktop,1
43.232617519981275,77009.8794494535,Basic,USA,Mobile,1
47.70109384219505,38495.20084796417,Premium,Germany,Mobile,1
13.89512616292263,34488.48215814604,Basic,USA,Desktop,0
20.8008978480107,57856.566647493404,Premium,UK,Mobile,1
10.529213866878791,23927.292914951846,Basic,USA,Mobile,0
31.767117986665305,39567.9615301758,Standard,UK,Mobile,0
43.610507069551545,73356.47810936312,Basic,UK,Mobile,1
53.02828462515234,58343.26368496254,Basic,USA,Desktop,0
35.8891373650373,62183.5967140883,,Canada,Mobile,0
54.5433865468555,40146.340992537895,Premium,USA,Desktop,1
18.438782501421304,26924.45001547845,Standard,Germany,Mobile,1
14.559410727738143,60602.26143970601,Standard,Germany,Desktop,0
34.33342761324057,63953.84234362926,Standard,Canada,,1
39.60878538727169,63274.90079121665,Standard,Canada,Desktop,1
34.60766302287088,53136.03845176798,Standard,USA,Tablet,0
10.19069479952148,35493.97634791894,Basic,UK,Tablet,0
33.93055952584654,86566.54382089595,Standard,USA,Mobile,1
19.34636599394176,57196.81164476264,Premium,USA,Desktop,0
43.03607058596046,47391.70037616248,,Canada,Tablet,1
39.39917895316218,47458.26143774948,Basic,USA,Mobile,1
23.721442564071737,52243.96217110331,Premium,UK,Mobile,1
28.833596991959677,66044.12393236971,Standard,USA,Tablet,0
22.28943773733258,52844.42184958179,Standard,UK,Desktop,0
34.24785083272194,62877.697301712455,Basic,USA,Mobile,0
46.46170784601486,52270.96531839811,Standard,USA,Mobile,0
23.171287443973476,48314.69162794429,Basic,UK,Desktop,0
41.04855818621413,59618.75589992583,Basic,,Desktop,1
28.63690857953071,59049.29050510695,Premium,UK,Desktop,0
25.48552601285187,47455.48821357267,Premium,USA,Desktop,1
33.715635680545304,38761.89563428611,Standard,USA,Desktop,0
22.57709213096751,55125.93372110652,,Germany,Desktop,0
28.356208335833816,51175.23003443891,Basic,Canada,Desktop,0
20.625465288933817,125030.77292531592,Basic,USA,Desktop,1
58.57670159499667,37363.992761948044,Standard,Germany,Desktop,0
35.423162623660744,56157.13765841685,Basic,Germany,Mobile,1
26.60329390408897,58251.425855415415,Basic,,Mobile,0
37.56775892881066,44599.518280177086,Basic,France,,1
33.652063403710045,41300.94446130611,Basic,Germany,Mobile,0
32.34836480560132,37546.17216444214,Premium,USA,Mobile,1
,55733.82408717378,Basic,USA,Mobile,1
44.090092520567666,37940.34389538895,Standard,Canada,Tablet,1
28.63398622867367,83617.01853531096,Basic,Canada,Mobile,0
28.090181112263842,43845.778460435045,Standard,Canada,Mobile,1
31.69937963418027,13621.785831910987,Basic,USA,Mobile,1
,49547.42500056298,Premium,Canada,Desktop,0
16.81770725361737,48904.49780271796,Standard,Canada,Mobile,0
51.4024912093343,66675.77851286283,Basic,USA,Mobile,0
