Customer_ID,Age,Annual_Income,Days_Since_Last_Purchase,Total_Spend,Has_Premium_Membership,Email_Subscriber,Used_Coupon,Customer_Satisfaction,Education_Level,Loyalty_Tier,Preferred_Category,Region,Payment_Method
1017,23,302.4,15.0,0.0,Yes,Subscribed,Yes,Neutral,High School,Silver,Sports,East,Credit Card
1018,39,334.4,10.0,145.48,Yes,Subscribed,No,Very Satisfied,Bachelor's,Bronze,Home & Garden,North,Credit Card
1019,24,368.8,8.0,0.0,No,Not Subscribed,No,Very Dissatisfied,High School,Bronze,Books,East,PayPal
1020,18,576.6,10.0,18.1,Yes,Subscribed,No,Satisfied,,Silver,Electronics,South,Credit Card
1021,53,611.7,49.0,76.06,Yes,Subscribed,No,Very Satisfied,Master's,Bronze,Books,Central,
1022,32,,79.0,52.55,No,,No,Satisfied,Bachelor's,Silver,Sports,Central,PayPal
1023,36,440.5,16.0,5.85,No,Subscribed,Yes,Satisfied,Bachelor's,Gold,Clothing,North,PayPal
1024,18,1616.4,71.0,177.5,No,Subscribed,Yes,Very Dissatisfied,Bachelor's,Bronze,Books,East,Credit Card
1025,28,1260.3,12.0,230.12,Yes,Subscribed,Yes,,Bachelor's,Bronze,Clothing,South,Credit Card
1026,36,580.8,19.0,159.73,No,Not Subscribed,No,Satisfied,PhD,Bronze,Sports,South,PayPal
1027,21,457.3,8.0,0.0,No,Not Subscribed,No,Very Dissatisfied,High School,Silver,Sports,Central,Bank Transfer
1028,40,480.4,31.0,1.37,No,Not Subscribed,Yes,,Bachelor's,Silver,Sports,East,Credit Card
1029,28,645.9,116.0,143.58,No,Subscribed,No,Satisfied,Master's,Bronze,Home & Garden,South,Credit Card
1030,31,242.0,28.0,108.47,No,Subscribed,Yes,Dissatisfied,Bachelor's,Bronze,Electronics,South,Gift Card
1031,28,383.0,13.0,0.0,Yes,Not Subscribed,Yes,Neutral,High School,Silver,Clothing,West,Credit Card
1032,57,164.3,31.0,48.12,Yes,Subscribed,Yes,Dissatisfied,Bachelor's,Bronze,Clothing,West,Gift Card
1033,35,568.0,4.0,0.0,Yes,Not Subscribed,Yes,Satisfied,Bachelor's,Silver,Sports,East,PayPal
1034,22,659.1,66.0,88.63,No,Not Subscribed,Yes,Satisfied,High School,Silver,Sports,South,PayPal
1035,45,334.5,21.0,210.05,No,Subscribed,Yes,Satisfied,Master's,Gold,Books,South,Credit Card
1036,20,1149.4,18.0,55.06,No,Not Subscribed,Yes,,Bachelor's,Bronze,Electronics,Central,Credit Card
1037,38,,26.0,0.0,Yes,Not Subscribed,Yes,Very Satisfied,Master's,Bronze,Sports,East,Credit Card
1038,18,185.7,29.0,86.79,No,Subscribed,No,Satisfied,Master's,Bronze,Books,South,Gift Card
1039,19,511.5,2.0,0.0,No,Subscribed,Yes,Very Dissatisfied,Bachelor's,Bronze,Sports,East,Debit Card
1040,37,837.9,34.0,34.54,No,Subscribed,No,Satisfied,High School,Gold,Electronics,West,Debit Card
1041,44,1227.8,8.0,93.58,No,Subscribed,Yes,Satisfied,Bachelor's,Bronze,Electronics,South,Debit Card
1042,37,339.4,38.0,0.0,Yes,Subscribed,Yes,Satisfied,High School,Silver,Electronics,North,Credit Card
1043,34,853.9,52.0,98.68,No,Subscribed,Yes,Satisfied,Master's,Bronze,Home & Garden,East,PayPal
1044,31,436.8,49.0,89.52,No,Not Subscribed,Yes,Neutral,High School,Bronze,Home & Garden,West,PayPal
1045,18,403.0,24.0,78.22,Yes,Subscribed,No,Very Satisfied,High School,Bronze,Books,West,Debit Card
1046,26,759.6,22.0,95.88,Yes,Subscribed,Yes,Dissatisfied,Bachelor's,Silver,Clothing,Central,Credit Card
1047,29,661.1,5.0,18.02,No,Not Subscribed,No,Satisfied,,Bronze,Clothing,South,PayPal
1048,48,173.6,45.0,54.41,No,Subscribed,No,Very Dissatisfied,High School,Bronze,Home & Garden,North,Gift Card
1049,39,1084.1,9.0,33.35,No,Not Subscribed,No,Very Satisfied,Bachelor's,Gold,Sports,Central,PayPal
1050,18,1023.1,21.0,135.17,Yes,Subscribed,No,Dissatisfied,High School,Bronze,Books,East,Credit Card
1051,39,307.1,10.0,0.0,No,Subscribed,No,Dissatisfied,High School,Bronze,Sports,West,PayPal
1052,30,566.8,4.0,39.92,No,Subscribed,Yes,Neutral,Bachelor's,Bronze,Clothing,West,Credit Card
1053,27,601.2,30.0,0.0,No,,No,Neutral,Bachelor's,Bronze,Home & Garden,East,Debit Card
1054,42,522.7,2.0,43.5,No,Subscribed,Yes,Neutral,Bachelor's,Gold,Sports,South,Bank Transfer
1055,47,321.3,41.0,0.0,Yes,Not Subscribed,Yes,Satisfied,Bachelor's,Bronze,Clothing,West,PayPal
1056,46,298.8,11.0,0.0,No,Subscribed,No,Satisfied,Bachelor's,Bronze,Electronics,West,PayPal
1057,25,440.2,0.0,43.75,No,Subscribed,No,Very Dissatisfied,Bachelor's,Bronze,Electronics,East,Debit Card
1058,31,903.5,21.0,53.44,No,Subscribed,No,Neutral,Master's,Silver,Electronics,East,Credit Card
1059,39,619.4,1.0,156.08,No,Not Subscribed,Yes,Very Satisfied,High School,Bronze,Home & Garden,North,Credit Card
1060,47,357.9,10.0,0.0,No,Not Subscribed,No,Satisfied,Bachelor's,Silver,Electronics,North,Gift Card
1061,29,,37.0,140.09,No,Subscribed,Yes,Satisfied,Master's,Bronze,Electronics,South,Debit Card
1062,33,80.9,2.0,66.87,No,Subscribed,Yes,Satisfied,Master's,Bronze,Clothing,South,Credit Card
1063,22,890.6,55.0,124.61,No,Subscribed,Yes,Neutral,High School,Silver,Home & Garden,Central,Credit Card
1064,21,157.4,0.0,0.0,No,Subscribed,Yes,,High School,Bronze,Clothing,West,Debit Card
1065,45,359.6,9.0,37.39,No,Subscribed,Yes,,Bachelor's,Silver,,West,Debit Card
1066,51,228.3,41.0,64.19,No,Not Subscribed,No,Very Satisfied,High School,Bronze,Electronics,East,Debit Card
1067,34,205.6,11.0,13.35,No,Not Subscribed,No,Very Satisfied,Master's,Silver,Electronics,North,Credit Card
1068,47,897.0,3.0,0.0,Yes,Subscribed,Yes,Satisfied,Bachelor's,Bronze,Clothing,Central,Bank Transfer
1069,39,337.6,13.0,45.74,No,Subscribed,No,Very Dissatisfied,Bachelor's,Silver,,South,PayPal
1070,27,550.3,9.0,291.87,Yes,Not Subscribed,No,Dissatisfied,High School,Bronze,Clothing,North,Debit Card
1071,39,434.6,55.0,16.77,No,Not Subscribed,No,Neutral,Bachelor's,Bronze,Electronics,East,PayPal
1072,53,595.1,,0.0,No,Subscribed,No,Satisfied,Bachelor's,Bronze,Sports,Central,Credit Card
1073,35,468.1,47.0,86.1,No,Subscribed,Yes,Dissatisfied,Master's,Bronze,Home & Garden,Central,Bank Transfer
1074,54,207.0,67.0,39.7,No,Subscribed,No,Very Satisfied,High School,Bronze,Electronics,North,Credit Card
1075,18,812.7,,152.23,No,Subscribed,No,Neutral,High School,Bronze,Electronics,Central,Credit Card
1076,45,332.4,72.0,0.0,No,Subscribed,Yes,Very Satisfied,Bachelor's,Bronze,,South,Debit Card
1077,36,175.7,14.0,81.04,Yes,Subscribed,Yes,Satisfied,High School,Silver,Home & Garden,North,PayPal
1078,31,345.8,100.0,75.24,No,Not Subscribed,No,Satisfied,Bachelor's,Silver,Clothing,West,Debit Card
1079,36,1100.0,3.0,0.0,Yes,Subscribed,Yes,,Master's,Silver,Home & Garden,Central,PayPal
1080,18,744.5,35.0,132.06,No,Subscribed,No,Satisfied,Bachelor's,Bronze,,East,Credit Card
1081,32,362.6,20.0,146.81,No,Subscribed,Yes,Satisfied,Master's,Bronze,Sports,East,
1082,39,,15.0,122.69,No,Not Subscribed,No,Satisfied,High School,Bronze,Clothing,West,Credit Card
1083,53,368.6,30.0,0.0,Yes,Not Subscribed,Yes,Satisfied,High School,Silver,Clothing,West,Gift Card
1084,29,1554.1,37.0,130.64,Yes,Subscribed,No,Very Satisfied,High School,Bronze,Electronics,Central,Credit Card
1085,25,,0.0,35.22,No,Subscribed,No,Satisfied,Bachelor's,Bronze,Books,East,Debit Card
1086,29,578.6,5.0,41.52,No,Not Subscribed,Yes,Satisfied,Master's,Silver,Home & Garden,Central,Credit Card
1087,46,829.4,37.0,26.5,No,Subscribed,No,Very Satisfied,High School,Bronze,Electronics,Central,PayPal
1088,39,515.9,33.0,25.25,No,Subscribed,Yes,Neutral,Bachelor's,Silver,Books,North,Gift Card
1089,29,382.7,101.0,172.33,No,Subscribed,Yes,Dissatisfied,Bachelor's,Silver,Books,West,PayPal
1090,41,397.3,43.0,0.0,Yes,Subscribed,Yes,Satisfied,Master's,Bronze,Books,East,Debit Card
1091,36,428.2,90.0,0.0,No,Subscribed,No,,High School,Bronze,Sports,South,Debit Card
1092,47,,36.0,0.0,No,Not Subscribed,Yes,Very Satisfied,High School,Bronze,Books,West,Debit Card
1093,27,691.7,11.0,47.85,Yes,Not Subscribed,Yes,Satisfied,High School,Silver,Electronics,North,Gift Card
1094,31,461.2,3.0,186.19,No,Subscribed,Yes,Satisfied,Bachelor's,Bronze,Sports,East,PayPal
1095,30,693.8,46.0,112.71,Yes,Not Subscribed,No,Satisfied,High School,Silver,Sports,Central,Credit Card
1096,18,425.9,31.0,0.0,No,Subscribed,No,Very Dissatisfied,Master's,Bronze,Electronics,South,Credit Card
1097,39,468.6,,303.1,Yes,Subscribed,Yes,Satisfied,Bachelor's,Bronze,Electronics,East,Credit Card
1098,38,134.8,13.0,30.74,No,Subscribed,Yes,Very Satisfied,Bachelor's,Bronze,Books,Central,Credit Card
1099,35,,94.0,188.13,Yes,Not Subscribed,No,Neutral,Bachelor's,Silver,Clothing,East,PayPal
1100,32,,21.0,23.46,No,Subscribed,Yes,Satisfied,High School,Bronze,Sports,South,Credit Card
1101,18,,17.0,129.45,No,Subscribed,No,Satisfied,Bachelor's,Silver,Electronics,East,Credit Card
1102,30,78.6,,95.73,No,Not Subscribed,No,Neutral,PhD,Bronze,Electronics,East,Credit Card
1103,31,1565.0,7.0,306.06,No,Not Subscribed,No,Dissatisfied,Master's,Bronze,Clothing,West,Debit Card
1104,25,411.1,14.0,132.75,No,Not Subscribed,Yes,Very Satisfied,Master's,Silver,Electronics,West,PayPal
1105,33,869.1,14.0,196.6,Yes,Subscribed,No,,Master's,Silver,Home & Garden,East,Credit Card
1106,40,239.5,2.0,0.0,No,Subscribed,No,,High School,Bronze,Home & Garden,West,Gift Card
1107,58,645.6,44.0,0.0,Yes,Subscribed,No,Neutral,High School,Bronze,Electronics,East,Credit Card
1108,37,237.6,16.0,42.44,No,Subscribed,Yes,Satisfied,High School,Silver,Electronics,South,Bank Transfer
1109,38,307.5,52.0,111.04,No,Not Subscribed,Yes,Satisfied,Bachelor's,Bronze,Clothing,West,PayPal
1110,34,1409.5,57.0,92.58,No,Subscribed,Yes,Satisfied,High School,Bronze,Electronics,West,Credit Card
1111,18,398.7,7.0,144.84,No,Subscribed,No,,Bachelor's,Gold,Sports,East,Debit Card
1112,35,509.3,32.0,215.28,Yes,Not Subscribed,No,Very Satisfied,Bachelor's,Bronze,Clothing,North,Debit Card
1113,36,753.4,19.0,0.0,Yes,Subscribed,Yes,Neutral,Master's,Bronze,Electronics,North,PayPal
1114,65,601.8,64.0,0.0,Yes,Subscribed,No,Neutral,Bachelor's,Bronze,Clothing,South,Gift Card
1115,33,489.2,7.0,0.0,No,Not Subscribed,Yes,Satisfied,Master's,Silver,Electronics,South,Credit Card
1116,39,556.4,34.0,39.04,Yes,Not Subscribed,No,Neutral,High School,Silver,Electronics,West,Credit Card
1117,35,1890.6,28.0,112.33,Yes,Not Subscribed,No,Very Satisfied,High School,Bronze,,North,Credit Card
1118,21,431.8,10.0,166.03,No,Subscribed,Yes,,Bachelor's,Bronze,Sports,West,Credit Card
1119,49,504.3,4.0,106.7,No,,Yes,Neutral,High School,Bronze,Books,South,Credit Card
1120,44,839.6,32.0,31.23,No,Not Subscribed,Yes,Very Satisfied,High School,Silver,Sports,South,Gift Card
1121,44,867.7,40.0,0.0,No,Subscribed,No,Satisfied,Bachelor's,Bronze,,East,Credit Card
1122,24,911.2,11.0,0.0,Yes,Subscribed,No,,High School,Gold,,South,PayPal
1123,52,655.8,31.0,56.46,No,Not Subscribed,No,Neutral,Bachelor's,Bronze,Clothing,Central,PayPal
1124,18,225.2,15.0,0.0,No,Subscribed,Yes,Satisfied,Bachelor's,Platinum,Home & Garden,North,Gift Card
1125,42,1191.1,37.0,234.0,Yes,Not Subscribed,No,Neutral,,Bronze,Books,East,Bank Transfer
1126,61,224.7,7.0,0.0,Yes,Subscribed,Yes,Very Satisfied,Bachelor's,Silver,Electronics,West,Debit Card
1127,23,536.0,66.0,375.32,No,Subscribed,No,Very Dissatisfied,Bachelor's,Bronze,Electronics,West,Bank Transfer
1128,28,284.3,10.0,244.82,No,Subscribed,Yes,Satisfied,High School,Bronze,Home & Garden,South,Debit Card
1129,36,430.1,14.0,0.0,Yes,Not Subscribed,No,Neutral,High School,Silver,Sports,East,Bank Transfer
1130,29,544.5,2.0,23.76,No,Subscribed,No,Neutral,Bachelor's,Silver,Sports,West,Debit Card
1131,18,542.1,4.0,165.8,No,Subscribed,No,Satisfied,Bachelor's,Bronze,Home & Garden,Central,Credit Card
1132,36,575.8,22.0,207.68,No,Not Subscribed,No,Very Satisfied,Master's,Silver,Books,Central,PayPal
1133,22,1177.1,9.0,0.0,No,Not Subscribed,Yes,Satisfied,Bachelor's,Bronze,Clothing,South,PayPal
1134,41,586.8,54.0,0.0,No,Not Subscribed,Yes,Very Satisfied,High School,Silver,Books,Central,Credit Card
1135,24,386.1,0.0,0.0,No,Subscribed,No,Neutral,Bachelor's,Bronze,Books,North,Credit Card
1136,54,797.1,14.0,92.69,No,Subscribed,Yes,Satisfied,Bachelor's,Bronze,Sports,North,PayPal
1137,26,912.6,12.0,145.36,No,Not Subscribed,Yes,,,Bronze,Clothing,West,Bank Transfer
1138,31,214.0,1.0,126.07,No,Not Subscribed,No,Very Dissatisfied,Bachelor's,Bronze,Electronics,North,Credit Card
1139,45,639.7,4.0,0.0,No,Subscribed,No,Satisfied,Bachelor's,Silver,Clothing,North,Debit Card
1140,20,680.8,16.0,0.0,No,Subscribed,Yes,Satisfied,Bachelor's,Bronze,Clothing,South,Debit Card
1141,38,373.9,20.0,93.0,No,Not Subscribed,Yes,Satisfied,Bachelor's,Bronze,Sports,East,Bank Transfer
1142,51,1020.5,16.0,0.0,Yes,Subscribed,Yes,Satisfied,High School,Bronze,Electronics,West,
1143,18,408.5,23.0,0.0,No,Not Subscribed,Yes,Satisfied,Bachelor's,Silver,Clothing,West,Debit Card
1144,37,482.0,27.0,54.74,No,Subscribed,No,Dissatisfied,High School,Bronze,Sports,South,PayPal
1145,38,402.9,0.0,127.07,No,Subscribed,No,Dissatisfied,High School,Bronze,Electronics,East,Credit Card
1146,44,451.2,19.0,7.11,Yes,Not Subscribed,No,Satisfied,PhD,Gold,Clothing,Central,PayPal
1147,20,231.6,99.0,0.0,No,Subscribed,Yes,Neutral,PhD,Bronze,Clothing,West,Debit Card
1148,19,,22.0,0.0,No,Subscribed,No,Dissatisfied,High School,Silver,Home & Garden,South,Gift Card
1149,41,1163.6,34.0,131.21,Yes,Subscribed,No,Satisfied,Bachelor's,Silver,Electronics,Central,Debit Card
1150,39,268.9,11.0,0.0,No,Subscribed,Yes,Satisfied,High School,Bronze,,West,Credit Card
1151,38,246.6,45.0,0.0,Yes,Not Subscribed,No,Neutral,Bachelor's,Gold,Clothing,North,PayPal
1152,39,122.8,44.0,57.92,Yes,Not Subscribed,No,Satisfied,Master's,Silver,Books,North,Credit Card
1153,27,304.7,22.0,61.3,No,Not Subscribed,No,Satisfied,PhD,Bronze,Clothing,North,Credit Card
1154,38,202.1,112.0,38.02,No,Subscribed,No,Neutral,Bachelor's,Bronze,Clothing,West,Credit Card
1155,39,1197.3,,0.0,No,Subscribed,Yes,Satisfied,Bachelor's,Silver,Electronics,North,Credit Card
1156,26,819.3,1.0,87.32,Yes,Subscribed,Yes,Satisfied,,Bronze,Electronics,East,
1157,57,295.8,44.0,0.0,No,Not Subscribed,No,,Bachelor's,Silver,Clothing,North,Credit Card
1158,41,1726.8,49.0,249.03,Yes,Not Subscribed,Yes,,Master's,Bronze,Electronics,Central,Credit Card
1159,21,805.6,4.0,234.3,Yes,Not Subscribed,Yes,Very Dissatisfied,Master's,Bronze,Clothing,South,Bank Transfer
1160,43,367.9,9.0,0.0,Yes,Subscribed,No,Satisfied,Bachelor's,Bronze,Home & Garden,Central,Credit Card
1161,23,99.8,1.0,0.0,No,Subscribed,No,Neutral,Bachelor's,Bronze,Clothing,Central,Credit Card
1162,44,1767.2,10.0,288.93,No,Subscribed,No,,High School,Bronze,Electronics,North,Credit Card
1163,49,194.2,,127.51,No,Subscribed,No,Very Satisfied,High School,Silver,Sports,East,Credit Card
1164,25,166.6,22.0,0.0,No,Subscribed,No,Satisfied,Master's,Silver,,North,Credit Card
1165,47,825.6,13.0,20.66,Yes,Not Subscribed,No,Neutral,Bachelor's,Silver,Electronics,Central,Credit Card
1166,40,1932.2,14.0,0.0,No,Subscribed,Yes,Neutral,Bachelor's,Silver,Electronics,East,PayPal
1167,45,1025.7,0.0,162.78,No,Subscribed,Yes,Neutral,Bachelor's,Silver,Books,North,Credit Card
1168,58,627.0,11.0,237.85,No,Subscribed,Yes,Satisfied,Master's,Bronze,Electronics,North,Credit Card
1169,32,638.7,31.0,64.52,Yes,Not Subscribed,Yes,Neutral,High School,Silver,,South,Gift Card
1170,26,745.9,110.0,13.47,No,Subscribed,Yes,Satisfied,Master's,Bronze,Electronics,Central,PayPal
1171,24,704.8,,82.95,No,Not Subscribed,Yes,Neutral,Master's,Gold,Sports,West,Gift Card
1172,25,529.2,1.0,23.52,No,Not Subscribed,No,,Master's,Silver,,Central,PayPal
1173,34,475.9,69.0,0.0,No,Subscribed,No,Dissatisfied,Bachelor's,Bronze,Books,South,Credit Card
1174,39,430.5,46.0,136.93,Yes,Not Subscribed,Yes,Very Satisfied,High School,Bronze,Clothing,North,Debit Card
1175,38,284.4,45.0,62.67,No,Subscribed,No,,Bachelor's,Bronze,Home & Garden,Central,Credit Card
1176,45,377.7,18.0,15.36,Yes,Subscribed,No,Satisfied,Bachelor's,Bronze,Electronics,North,Credit Card
1177,35,161.9,15.0,0.0,No,,Yes,Satisfied,High School,Bronze,Electronics,Central,Debit Card
1178,52,,11.0,189.35,No,Not Subscribed,No,Satisfied,Bachelor's,Bronze,Sports,South,PayPal
1179,32,247.0,2.0,71.08,Yes,Subscribed,No,,Bachelor's,Bronze,Clothing,North,Debit Card
1180,68,230.5,,0.0,No,Subscribed,Yes,Neutral,Master's,Gold,Books,West,Gift Card
1181,43,498.0,8.0,116.51,No,Subscribed,No,Neutral,High School,Silver,Clothing,Central,Credit Card
1182,25,1030.5,20.0,46.42,Yes,Subscribed,Yes,Satisfied,Bachelor's,Silver,Sports,Central,PayPal
1183,22,775.6,41.0,0.0,No,Subscribed,No,Satisfied,Master's,Silver,Clothing,North,PayPal
1184,41,174.2,19.0,0.0,Yes,Subscribed,Yes,Satisfied,Master's,Bronze,Books,North,Bank Transfer
1185,32,246.9,2.0,0.0,No,Subscribed,No,Neutral,Master's,Bronze,,East,
1186,44,786.1,95.0,110.21,No,,Yes,Neutral,Bachelor's,Silver,Clothing,West,Gift Card
1187,41,247.9,86.0,0.0,No,Subscribed,No,Dissatisfied,Master's,Gold,Sports,West,Credit Card
1188,34,390.6,46.0,0.0,No,Subscribed,Yes,Dissatisfied,,Bronze,Sports,North,Debit Card
1189,25,621.8,142.0,0.0,No,Subscribed,No,Neutral,Bachelor's,Silver,Electronics,Central,Credit Card
1190,18,250.0,24.0,20.18,No,Not Subscribed,No,Dissatisfied,High School,Gold,Home & Garden,West,Credit Card
1191,30,476.2,99.0,39.99,Yes,Subscribed,No,Dissatisfied,,Silver,Electronics,West,Bank Transfer
1192,45,200.8,2.0,0.0,No,Subscribed,No,Very Satisfied,High School,Gold,Sports,East,Credit Card
1193,38,311.6,14.0,0.0,No,Subscribed,No,Very Dissatisfied,High School,Bronze,Electronics,South,Bank Transfer
1194,20,541.6,8.0,0.0,Yes,Not Subscribed,No,Satisfied,High School,Gold,Electronics,Central,Credit Card
1195,37,171.9,7.0,66.38,No,Subscribed,No,,High School,Silver,Clothing,East,
1196,40,582.2,5.0,0.0,No,Not Subscribed,No,Very Satisfied,High School,Bronze,Home & Garden,Central,Credit Card
1197,24,441.8,29.0,36.48,No,Not Subscribed,No,Satisfied,,Gold,Sports,Central,Credit Card
1198,37,622.7,46.0,0.0,Yes,Not Subscribed,Yes,Neutral,High School,Bronze,Books,West,Credit Card
1199,36,511.3,26.0,70.72,Yes,Not Subscribed,Yes,Satisfied,Bachelor's,Bronze,Clothing,East,PayPal
1200,21,1013.4,5.0,198.8,Yes,Subscribed,Yes,,High School,Bronze,Electronics,North,Credit Card
1201,39,481.9,50.0,90.58,No,Subscribed,No,Satisfied,Master's,Bronze,,North,Debit Card
1202,42,345.5,30.0,5.0,Yes,Not Subscribed,Yes,Dissatisfied,Master's,Bronze,Home & Garden,South,Credit Card
1203,48,481.0,,90.84,No,Subscribed,No,Very Satisfied,Bachelor's,Silver,Clothing,North,Credit Card
1204,48,619.3,34.0,60.95,Yes,Subscribed,No,Satisfied,Bachelor's,Bronze,Clothing,South,Credit Card
1205,18,460.3,9.0,25.62,No,Not Subscribed,Yes,Neutral,High School,Bronze,Clothing,South,PayPal
1206,24,,13.0,16.33,No,Subscribed,No,Satisfied,,Bronze,,South,Debit Card
1207,41,293.4,75.0,0.0,No,Subscribed,Yes,Neutral,Master's,Bronze,Sports,East,Gift Card
1208,41,300.3,10.0,32.23,Yes,Subscribed,Yes,,Master's,Silver,Clothing,North,Credit Card
1209,41,192.7,19.0,0.0,No,Subscribed,No,Satisfied,Bachelor's,Silver,Sports,North,PayPal
1210,75,1277.1,66.0,0.0,Yes,Not Subscribed,Yes,Satisfied,Bachelor's,Gold,Clothing,West,Debit Card
1211,42,211.9,37.0,0.0,No,Subscribed,Yes,Dissatisfied,Master's,Silver,Electronics,East,Credit Card
1212,49,295.0,2.0,0.0,No,Subscribed,No,Very Satisfied,High School,Bronze,Sports,East,PayPal
1213,46,290.5,5.0,0.0,Yes,Subscribed,Yes,Satisfied,Bachelor's,Gold,Home & Garden,West,
1214,43,764.7,0.0,102.27,No,Not Subscribed,No,Neutral,High School,Silver,Electronics,West,Credit Card
1215,31,374.5,30.0,0.0,No,Not Subscribed,No,Dissatisfied,Master's,Bronze,,East,Credit Card
1216,44,945.0,18.0,98.91,Yes,Subscribed,Yes,Neutral,High School,Silver,Clothing,West,Credit Card
1217,26,298.4,4.0,27.04,No,Not Subscribed,Yes,Very Satisfied,High School,Gold,Sports,Central,PayPal
1218,32,528.5,95.0,0.0,Yes,Subscribed,No,Neutral,Bachelor's,Silver,Clothing,West,Credit Card
1219,29,270.8,23.0,90.8,No,Not Subscribed,No,Satisfied,Master's,Bronze,Home & Garden,East,Credit Card
1220,36,1619.2,8.0,195.62,No,Subscribed,Yes,Very Dissatisfied,Bachelor's,Silver,Electronics,West,Credit Card
1221,63,219.2,21.0,0.0,Yes,Not Subscribed,No,Neutral,High School,Bronze,Clothing,North,Credit Card
1222,18,538.3,,56.19,No,Subscribed,Yes,Satisfied,High School,Bronze,Books,East,Credit Card
1223,43,653.8,2.0,0.0,No,Subscribed,No,Very Satisfied,Master's,Bronze,Sports,Central,Gift Card
1224,18,573.0,10.0,87.89,No,Subscribed,Yes,Satisfied,PhD,Bronze,Electronics,East,Credit Card
1225,29,400.0,49.0,0.0,No,Not Subscribed,Yes,Very Satisfied,Master's,Bronze,Clothing,Central,Debit Card
1226,48,413.5,18.0,0.0,No,Subscribed,Yes,Satisfied,Bachelor's,Bronze,Clothing,South,Credit Card
1227,36,458.9,24.0,8.62,No,Not Subscribed,No,Very Dissatisfied,Master's,Silver,Home & Garden,Central,Debit Card
1228,22,409.3,17.0,45.1,No,Subscribed,No,Neutral,Bachelor's,Silver,Sports,East,PayPal
1229,26,797.0,1.0,59.81,No,Subscribed,No,Satisfied,Bachelor's,Platinum,Home & Garden,North,Credit Card
1230,43,1684.0,5.0,32.02,No,Subscribed,Yes,Very Satisfied,Bachelor's,Bronze,Clothing,East,Debit Card
1231,26,319.9,18.0,0.0,No,Not Subscribed,Yes,Very Satisfied,Bachelor's,Bronze,Sports,South,PayPal
1232,38,196.5,7.0,53.61,No,Subscribed,Yes,Neutral,Master's,Gold,Clothing,North,Debit Card
1233,36,424.0,2.0,23.47,No,Not Subscribed,No,Neutral,Bachelor's,Bronze,Electronics,West,PayPal
1234,27,2101.5,56.0,135.41,No,Not Subscribed,No,Neutral,Bachelor's,Silver,Home & Garden,South,Bank Transfer
1235,61,276.0,119.0,0.0,No,Not Subscribed,No,Very Satisfied,,Silver,Books,West,Debit Card
1236,43,1195.2,47.0,267.43,No,Subscribed,Yes,Very Satisfied,High School,Bronze,,South,Bank Transfer
1237,18,1223.2,58.0,31.78,No,Not Subscribed,No,Satisfied,Bachelor's,Silver,Home & Garden,North,PayPal
1238,37,320.7,8.0,56.65,No,Not Subscribed,Yes,Neutral,High School,Silver,Home & Garden,Central,PayPal
1239,27,628.9,97.0,175.27,Yes,Subscribed,No,Satisfied,High School,Bronze,Books,South,Debit Card
1240,45,1187.5,7.0,137.1,No,Not Subscribed,Yes,Satisfied,Bachelor's,Bronze,Clothing,West,Gift Card
1241,25,356.1,91.0,0.0,No,Subscribed,No,Neutral,Bachelor's,Bronze,Clothing,West,Bank Transfer
1242,34,395.6,,5.43,No,Subscribed,Yes,Satisfied,Master's,Bronze,Books,East,Credit Card
